Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Mass code,Prey mass (mg),Prey mass source code,Prey mass regression code,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
2466,Mistri 2003 EST COAST SHELF SCI,Predator,2.00,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Carcinus aestuarii,,,Metazoan,Invertebrate,Mollusk,,,Musculista senhousia,,,Mean,N,48,,Y,2,6.08E+03,,6.42E+04,Original species length,1,1.10E+03,Original length,2,m^2 per pred per day,2466,200,0.94,26.12,4.59E-01,3.58E-01,6.00E-01,2.37E-02,2.03E-02,2.84E-02,
2467,Mistri 2003 EST COAST SHELF SCI,Predator,2.00,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Carcinus aestuarii,,,Metazoan,Invertebrate,Mollusk,,,Musculista senhousia,,,Mean,N,48,,Y,4,6.08E+03,,6.42E+04,Original species length,1,1.10E+03,Original length,2,m^2 per pred per day,2467,200,0.76,38.90,1.85E-01,1.13E-01,3.72E-01,2.61E-02,1.05E-02,5.37E-02,
2468,Olesen et al 1994 MEPS,Predator,3.00,,Aquatic,Marine,Metazoan,Invertebrate,Cnidarian,,Aurelia aurita,,,Metazoan,Invertebrate,Rotifer,,,Brachionus plicatilis,,,Mean,N,,15.0,,10,,4.60E+03,3.05E+01,Original length,12,3.97E-03,Average species mass,4,m^3 per pred per day,2468,200,0.80,1458.79,3.34E-03,2.52E-03,4.52E-03,1.51E-04,4.34E-05,2.54E-04,
2469,Cuthbert et al 2019 ECOL ENTOM,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus flavicans,4th instar,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,1st instar,,Raw data,N,24,,,1,,2.00E+01,2.78E+01,Original species length,1,2.07E-01,Original species length,5,m^3 per pred per day,2469,200,0.83,100.66,4.18E-05,3.04E-05,7.38E-05,7.17E-04,5.19E-11,6.80E-03,
2470,Cuthbert et al 2019 ECOL ENTOM,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Adult female,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,1st instar,,Raw data,N,24,,,1,,2.00E+01,2.34E-01,Original species length,1,2.07E-01,Original species length,5,m^3 per pred per day,2470,200,0.69,52.71,4.26E-05,2.59E-05,7.52E-05,3.87E-02,2.72E-02,5.75E-02,
2471,Chaparro-Herrera et al 2013 J LIMN,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Ambystoma mexicanum,Larvae,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Heterocypris incongruens,,2.0,Mean,N,,18.0,,1,,5.00E+01,6.84E+02,Average genus mass,1,1.69E-02,Original species length,2,m^3 per pred per day,2471,200,0.21,228.21,1.29E-03,5.43E-04,5.43E-03,1.56E-03,1.06E-03,2.26E-03,
2472,Chaparro-Herrera et al 2013 J LIMN,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Ambystoma mexicanum,Larvae,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Heterocypris incongruens,,2.0,Mean,N,,18.0,,1,,5.00E+01,6.84E+02,Average genus mass,1,1.69E-02,Original species length,2,m^3 per pred per day,2472,200,0.49,336.27,6.32E-04,4.25E-04,8.42E-04,5.66E-04,4.03E-04,6.90E-04,
2473,Chaparro-Herrera et al 2013 J LIMN,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Ambystoma mexicanum,Larvae,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2.0,Mean,N,,18.0,,1,,5.00E+01,6.84E+02,Average genus mass,1,2.07E-01,Original species length,2,m^3 per pred per day,2473,200,0.11,213.29,1.66E-04,4.90E-05,1.79E-03,2.03E-03,1.57E-10,4.79E-03,
2474,Chaparro-Herrera et al 2013 J LIMN,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Anura,Ambystoma mexicanum,Larvae,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Moina macrocopa,,2.0,Mean,N,,18.0,,1,,5.00E+01,6.84E+02,Average genus mass,1,2.07E-01,Original species length,2,m^3 per pred per day,2474,200,0.89,219.09,9.33E-04,7.02E-04,1.24E-03,3.44E-04,2.30E-04,4.87E-04,
2475,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2.0,Raw data,N,24,25.0,,,,2.00E+01,3.87E+00,Original species length,1,5.95E-01,Original species length,3,m^3 per pred per day,2475,200,0.90,32.38,2.63E-05,2.12E-05,3.68E-05,1.64E-02,5.46E-03,3.79E-02,
2476,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2.0,Raw data,N,24,25.0,,,,4.00E+01,3.87E+00,Original species length,1,5.95E-01,Original species length,3,m^3 per pred per day,2476,200,0.82,44.43,6.48E-05,3.90E-05,8.60E-05,2.87E-02,5.39E-03,4.86E-02,
2477,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2.0,Raw data,N,24,25.0,,,,6.00E+01,3.87E+00,Original species length,1,5.95E-01,Original species length,3,m^3 per pred per day,2477,200,0.78,51.51,6.83E-05,4.70E-05,1.16E-04,1.68E-02,6.64E-10,5.99E-02,
2478,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2.0,Raw data,N,24,25.0,,,,8.00E+01,3.87E+00,Original species length,1,5.95E-01,Original species length,3,m^3 per pred per day,2478,200,0.76,49.91,1.16E-04,6.46E-05,1.64E-04,3.32E-02,5.23E-03,5.28E-02,
2479,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2.0,Raw data,N,24,25.0,,,,1.00E+02,3.87E+00,Original species length,1,5.95E-01,Original species length,3,m^3 per pred per day,2479,200,0.66,57.82,1.53E-04,7.66E-05,2.48E-04,3.50E-02,1.06E-08,7.17E-02,
2480,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,24,25.0,,,,2.00E+01,3.87E+00,Original species length,1,1.05E+00,Original species length,4,m^3 per pred per day,2480,200,0.66,110.17,1.62E-04,9.82E-05,2.29E-04,1.14E-02,3.65E-03,1.71E-02,
2481,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,24,25.0,,,,4.00E+01,3.87E+00,Original species length,1,1.05E+00,Original species length,4,m^3 per pred per day,2481,200,0.70,95.39,1.91E-04,1.01E-04,3.53E-04,1.19E-02,6.86E-05,2.39E-02,
2482,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,24,25.0,,,,6.00E+01,3.87E+00,Original species length,1,1.05E+00,Original species length,4,m^3 per pred per day,2482,200,0.72,92.14,2.44E-04,1.42E-04,3.73E-04,1.24E-02,2.01E-04,2.24E-02,
2483,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,24,25.0,,,,8.00E+01,3.87E+00,Original species length,1,1.05E+00,Original species length,4,m^3 per pred per day,2483,200,0.52,94.80,2.97E-04,1.45E-04,1.07E-03,1.52E-02,4.14E-10,4.34E-02,
2484,Cuthbert et al 2020 LIMNOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,24,25.0,,,,1.00E+02,3.87E+00,Original species length,1,1.05E+00,Original species length,4,m^3 per pred per day,2484,200,0.75,79.15,3.53E-04,2.00E-04,5.91E-04,1.73E-02,3.11E-03,2.93E-02,
2485,Moleón et al 2012 OEC,Predator,2.00,Y,Terrestrial,,Metazoan,Vertebrate,Bird,,Hieraaetus fasciatus,,3.0,Metazoan,Vertebrate,Mammal,,,Oryctolagus cuniculus,,2.0,Raw data,N,,42.0,,,,,1.94E+06,Alternate species mass,1,3.25E+05,Alternate species mass,1,m^2 per pred per day,2485,200,0.36,-68.51,1.63E+05,6.22E+04,7.84E+05,3.54E+00,3.05E+00,4.08E+00,
2486,Veselý et al 2019 FRESH BIOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Decapod,Procambarus virginalis,,,Metazoan,Vertebrate,Fish,Cyprinidae,,Cyprinus carpio,,,Raw data,N,24,20.0,,,,1.00E+03,4.50E+02,Original species mass,1,7.47E+00,Original species length,6,m^3 per pred per day,2486,200,0.75,170.24,5.79E-04,4.01E-04,7.78E-04,1.32E-02,7.79E-03,1.80E-02,
2487,Veselý et al 2019 FRESH BIOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Decapod,Procambarus virginalis,,,Metazoan,Vertebrate,Fish,Cyprinidae,,Cyprinus carpio,,,Raw data,N,24,16.0,,,,1.00E+03,4.50E+02,Original species mass,1,7.47E+00,Original species length,6,m^3 per pred per day,2487,200,0.63,190.21,5.53E-04,4.17E-04,7.43E-04,2.36E-02,1.66E-02,2.94E-02,
2488,Veselý et al 2019 FRESH BIOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Aeshna cyanea,,,Metazoan,Vertebrate,Fish,Cyprinidae,,Cyprinus carpio,,,Raw data,N,24,20.0,,,,1.00E+03,5.30E+02,Original species mass,1,7.47E+00,Original species length,6,m^3 per pred per day,2488,200,0.76,164.62,1.85E-03,1.50E-03,2.47E-03,8.12E-03,6.50E-03,9.64E-03,
2489,Veselý et al 2019 FRESH BIOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Aeshna cyanea,,,Metazoan,Vertebrate,Fish,Cyprinidae,,Cyprinus carpio,,,Raw data,N,24,16.0,,,,1.00E+03,5.30E+02,Original species mass,1,7.47E+00,Original species length,6,m^3 per pred per day,2489,200,0.78,145.13,1.72E-03,1.27E-03,2.46E-03,8.69E-03,6.69E-03,1.02E-02,
2490,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Culex sp. 1,Larvae,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,5.67E-01,Original species mass,1,m^3 per pred per day,2490,200,0.84,99.77,8.21E-04,4.78E-04,1.39E-03,4.47E-03,1.55E-04,9.76E-03,
2491,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Culex sp. 2 ,Larvae,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,3.00E-01,Original species mass,2,m^3 per pred per day,2491,200,0.58,112.65,1.08E-03,6.45E-04,2.37E-03,2.71E-03,7.32E-11,1.99E-02,
2492,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Oligochaeta,,Dero superterrenus,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,4.80E-01,Original species mass,1,m^3 per pred per day,2492,200,0.60,161.81,1.52E-03,4.66E-04,2.86E-03,7.04E-03,2.39E-03,1.27E-02,
2493,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Forcipomyia,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,1.40E-01,Original species mass,1,m^3 per pred per day,2493,200,0.98,155.90,2.52E-03,2.05E-03,2.89E-03,5.41E-04,1.49E-04,7.72E-04,
2494,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Psychodid,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,4.40E-01,Original species mass,1,m^3 per pred per day,2494,200,0.62,91.55,1.93E-03,7.22E-04,3.93E-03,1.15E-02,1.25E-08,1.49E-02,
2495,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Coleoptera,,Scirtes sp. 1,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,6.60E-01,Original species mass,1,m^3 per pred per day,2495,200,0.39,85.63,3.27E-04,1.51E-04,4.17E-03,6.60E-09,6.75E-11,1.36E-01,
2496,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Coleoptera,,Scirtes sp. 2,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,8.60E-01,Original species mass,2,m^3 per pred per day,2496,200,0.07,74.33,1.56E-03,2.74E-04,2.49E-02,9.58E-02,1.27E-08,1.95E-01,
2497,Guzman and Srivastava 2019 PRSLB,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Trentepohlia sp.,,,Raw data,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,5.80E-01,Original species mass,1,m^3 per pred per day,2497,200,0.44,104.67,1.25E-03,5.49E-04,2.82E-03,2.09E-02,8.28E-03,3.75E-02,
2498,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,3.8,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2498,200,0.56,-7.00,7.30E-04,3.39E-04,1.54E-03,2.43E-01,4.88E-02,3.98E-01,field
2499,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,5,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2499,200,0.68,-16.73,2.66E-04,1.43E-04,6.72E-04,1.61E-01,8.79E-09,1.12E+00,field
2500,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,11.4,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2500,200,0.07,-0.28,1.22E-03,1.54E-04,1.05E-02,7.49E-01,1.19E-07,1.77E+00,field
2501,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,13.3,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2501,200,0.77,0.11,4.34E-04,2.90E-04,7.03E-04,8.41E-02,2.38E-09,1.75E-01,field
2502,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,17.9,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2502,200,0.76,8.81,5.91E-04,3.92E-04,1.31E-03,3.61E-02,1.38E-09,1.67E-01,field
2503,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,3.8,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2503,200,0.60,-1.92,2.43E-05,1.21E-05,6.94E-05,1.02E-07,1.28E-09,7.16E-01,laboratory
2504,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,5.9,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2504,200,0.57,26.69,4.10E-05,2.76E-05,6.65E-05,6.76E-03,3.56E-09,1.96E-01,laboratory
2505,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,9.6,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2505,200,0.58,8.65,3.59E-05,2.39E-05,7.17E-05,5.69E-02,1.42E-09,3.74E-01,laboratory
2506,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,17.9,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2506,200,0.95,0.18,8.38E-05,7.30E-05,1.18E-04,2.39E-09,8.63E-11,9.71E-02,laboratory
2507,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,3.8,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2507,200,0.82,43.52,5.06E-04,4.00E-04,9.65E-04,8.40E-10,2.21E-10,4.42E-02,field
2508,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,5,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2508,200,0.90,26.39,5.88E-04,3.63E-04,9.98E-04,2.02E-02,1.36E-09,4.45E-02,field
2509,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,11.4,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2509,200,0.93,33.39,5.90E-04,4.92E-04,8.29E-04,6.04E-03,3.92E-10,1.87E-02,field
2510,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,13.3,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2510,200,0.88,33.49,5.94E-04,4.89E-04,9.08E-04,1.16E-09,2.16E-10,1.68E-02,field
2511,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,17.9,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2511,200,0.95,19.96,9.08E-04,7.15E-04,1.28E-03,1.26E-02,6.01E-04,2.53E-02,field
2512,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,3.8,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2512,200,0.86,44.30,5.02E-05,3.66E-05,7.75E-05,1.56E-02,4.92E-10,4.52E-02,laboratory
2513,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,5.9,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2513,200,0.66,106.33,7.88E-05,5.30E-05,1.20E-04,2.67E-02,2.15E-09,8.03E-02,laboratory
2514,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,9.6,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2514,200,0.88,31.12,5.14E-05,3.82E-05,8.32E-05,1.14E-03,2.03E-10,3.63E-02,laboratory
2515,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,17.9,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2515,200,0.97,9.28,7.66E-05,7.08E-05,9.35E-05,2.18E-09,8.68E-11,1.56E-02,laboratory
2516,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,5.3,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2516,200,0.18,-35.79,5.62E-06,1.81E-06,2.06E-05,8.85E-01,1.69E-07,3.52E+00,laboratory
2517,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,9.6,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2517,200,0.39,-17.22,7.71E-06,4.69E-06,1.52E-05,1.70E-01,2.97E-08,6.35E-01,laboratory
2518,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,14.6,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2518,200,0.50,-21.38,8.57E-06,6.42E-06,4.42E-05,2.20E-07,6.09E-09,7.53E-01,laboratory
2519,Archer et al 2019 J ANIM ECOL,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,N,24,17.8,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2519,200,0.24,-6.08,2.24E-05,7.39E-06,6.58E-05,4.30E-01,5.22E-07,9.26E-01,laboratory
2520,Russell et al 2021 PLoS One,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,N,24,15.0,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2520,200,0.60,103.61,6.10E-05,1.96E-05,1.10E-04,3.14E-02,3.21E-03,5.04E-02,
2521,Russell et al 2021 PLoS One,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,N,24,20.0,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2521,200,0.85,100.63,9.60E-05,7.35E-05,1.26E-04,1.84E-02,1.42E-02,2.47E-02,
2522,Russell et al 2021 PLoS One,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,N,24,25.0,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2522,200,0.73,117.11,4.96E-05,2.97E-05,8.49E-05,7.61E-03,4.44E-10,2.02E-02,
